en	phntc	id	ati	cc
mountainous	mauntinəs	3737	@-@t-@-a@s-	nonex啊嘶
mourn	mɔ:n	3738	@-	
mournful	mɔ:nful	3739	@-@f-u@l-	夫了
movement	mu:vmənt	3740	@-u@v-@-en@t-	无nonexnonexnonex
muffle	mʌfl	3741	@-a@f-@l-	啊肤了
muffled	mʌfld	3742	@-a@f-@l-@d-	啊肤了的
muffler	mʌflə	3743	@-a@f-@l-a	啊肤垃
mulish	mju:liʃ	3744	@-@y-u@l-ei@sh-	豫雷什
multiple	mʌltipl	3745	@-a@l-@t-ei@p-@l-	啊了nonex扑了
multiplicity	mʌlti@plisiti	3746	@-a@l-@t-ei@p-@l-ei@s-ei@t-ei	啊了nonex扑雷nonexnonex
multiply	mʌltipli	3747	@-a@l-@t-ei@p-@l-ei	啊了nonex扑雷
mumble	mʌmbl	3748	@-a@-@b-@l-	啊不了
mundane	mʌndein	3749	@-@d-	的
municipality	mju:@nisi@pæliti	3750	@-@y-@-ei@s-ei@p-e@l-ei@t-ei	一nonexnonex攀雷nonex
munificence	mju:@nifisəns	3751	@-@y-@-ei@f-ei@s-en@s-	一nonex飞森嘶
munition	mju:@niʃən	3752	@-@y-@-ei@sh-en	一nonex申
mural	mjuərəl	3753	@-@y-o@rw-a@l-	哟若了
murky	mə:ki	3754	@-a@k-ei	啊nonex
murmur	mə:mə	3755	@-a@-a	啊啊
muscle	mʌsl	3756	@-a@s-@l-	啊嘶了
muscular	mʌskjulə	3757	@-a@s-@k-@y-u@l-a	啊嘶磕豫垃
muse	mju:z	3758	@-@y-u@z-	豫nonex
mushroom	mʌʃrum	3759	@-a@sh-@rw-u@-	啊什nonex
musicologist	mju:zik@kɔlədʒist	3760	@-@y-u@z-ei@k-@k-eo@l-a@d-@r-ei@s-@t-	豫贼磕侃垃的nonex嘶nonex
musket	mʌskit	3761	@-a@s-@k-ei@t-	啊嘶nonexnonex
muster	mʌstə	3762	@-a@s-@t-a	啊嘶他
mutate	mju:@teit	3763	@-@y-u@t-ei@t-	豫nonexnonex
mute	mju:t	3764	@-@y-u@t-	豫nonex
muted	mju:tid	3765	@-@y-u@t-ei@d-	豫nonex的
mutineer	mju:ti@niə	3766	@-@y-u@t-@-ei	豫nonexnonex
mutter	mʌtə	3767	@-a@t-a	啊他
myopia	mai@əupiə	3768	@-ai@-eu@p-ei	哎nonex胚
myopic	mai@ɔpik	3769	@-ai@-eo@p-ei@k-	哎nonex胚磕
myriad	miriəd	3770	@-ei@rw-ei@d-	nonex锐的
mystic	mistik	3771	@-ei@s-@t-ei@k-	nonex嘶nonex磕
nadir	neidiə	3772	@n-ei@d-ei	馁nonex
nag	næɡ	3773	@n-e@-	男
naive	nɑ:@i:v	3774	@n-a@-ei@v-	拿nonexnonex
narcissism	nɑ: sisizəm	3775	@n-a@-@s-ei@s-ei@z-a@-	拿nonexnonex伸
narcissist	nɑ:sisist	3776	@n-a@s-ei@s-ei@s-@t-	拿nonexnonex嘶nonex
narcotic	nɑ:@kɔtik	3777	@n-a@k-eo@t-ei@k-	拿侃nonex磕
narrative	nerətiv	3778	@n-e@rw-a@t-ei@v-	男若nonexnonex
nascent	næsnt	3779	@n-e@s-@t-	男嘶nonex
natal	neitəl	3780	@n-ei@t-a@l-	馁他了
natty	næti	3781	@n-e@t-ei	男nonex
nausea	nɔ:sjə	3782	@n-eo@s-@y-a	囊嘶丫
nauseate	nɔ:sieit	3783	@n-eo@s-@t-	囊嘶nonex
nautical	nɔ:tikəl	3784	@n-eo@t-ei@k-a@l-	囊nonex劾了
navigate	næviɡeit	3785	@n-e@v-ei@-ei@t-	男危nonexnonex
naysay	neisei	3786	@n-ei@s-ei	馁nonex
nebulous	nebjuləs	3787	@n-e@b-@y-u@l-a@s-	男不豫垃嘶
needle	ni:dl	3788	@n-ei@d-@l-	馁的了
needlework	ni:d(ə)lwə:k	3789	@n-ei@d-@-a@-@l-@v-a@k-	馁的啊了戍磕
needy	ni:di	3790	@n-ei@d-ei	馁nonex
nefarious	ni@feəriəs	3791	@n-ei@f-e@-a@rw-ei@s-	馁帆啊锐嘶
negate	ni@ɡeit	3792	@n-ei@-ei@t-	馁nonexnonex
negation	ni@ɡeiʃən	3793	@n-ei@-ei@sh-en	馁nonex申
negligence	neɡlidʒəns	3794	@n-e@-@l-ei@d-@r-en@s-	男雷的人嘶
negotiable	ni@ɡəuʃjəbl	3795	@n-ei@-eu@sh-@y-a@b-@l-	馁nonex什丫不了
negotiate	ni@ɡəuʃieit	3796	@n-ei@-eu@sh-@t-	馁nonex什nonex
neolithic	ni:əu@liθik	3797	@n-ei@-eu@l-ei@s-ei@k-	馁nonex雷nonex磕
neologism	ni:@ɔlədʒiz(ə)m	3798	@n-ei@-eo@l-a@d-@r-ei@z-@-a@-@-	馁nonex垃的nonexnonex啊
neophyte	ni(:)əufait	3799	@n-ei@-@-@-eu@f-ai@t-	馁nonexnonexnonex
nepotism	nepətizəm	3800	@n-e@p-a@t-ei@z-a@-	男趴nonex伸
nerve	nə:v	3801	@n-a@v-	拿nonex
nettle	netl	3802	@n-e@t-@l-	男nonex了
neurology	njuə@rɔlədʒi	3803	@n-@y-o@rw-eo@l-a@d-@r-ei	nonex哟nonex垃的nonex
neutralize	nju:trəlaiz	3804	@n-@y-u@t-@rw-a@l-ai@z-	nonex豫nonex若来nonex
neutron	nju:trɔn	3805	@n-@y-u@t-@rw-	nonex豫nonex入
nexus	neksəs	3806	@n-e@k-@s-a@s-	男磕刹嘶
nib	nib	3807	@n-ei@b-	馁不
nibble	nibl	3808	@n-ei@b-@l-	馁不了
nice	nais	3809	@n-ai@s-	乃嘶
nicety	naisiti	3810	@n-ai@s-ei@t-ei	乃nonexnonex
nick	nik	3811	@n-ei@k-	馁磕
nicotine	nikəti:n	3812	@n-ei@k-a@t-	馁劾nonex
nightmare	naitmeə(r)	3813	@n-ai@t-@-e@-a@-@-	乃nonex鳄啊
nil	nil	3814	@n-ei@l-	馁了
nip	nip	3815	@n-ei@p-	馁扑
nitpick	nitpik	3816	@n-ei@t-@p-ei@k-	馁nonex胚磕
nocturnal	nɔk@tə:nl	3817	@n-eo@k-@t-@l-	囊磕nonex了
noisome	nɔisəm	3818	@n-eo@s-a@-	囊刹
nomad	nəumæd	3819	@n-eu@-e@d-	奴鳄的
nomadic	nəu@mædik	3820	@n-eu@-e@d-ei@k-	奴鳄nonex磕
nominal	nɔminl	3821	@n-eo@-@l-	囊了
nominate	nɔmineit	3822	@n-eo@-@-ei@t-	囊nonexnonex
nonchalance	nɔnʃələns	3823	@n-@sh-a@l-en@s-	nonex霎棱嘶
nonchalant	nɔnʃələnt	3824	@n-@sh-a@l-en@t-	nonex霎棱nonex
noncommittal	nɔn@kɔmitəl	3825	@n-@k-eo@-ei@t-a@l-	nonex侃nonex他了
nonconformist	nɔnkən@fɔmist	3826	@n-@k-en@f-eo@-ei@s-@t-	nonex肯方nonex嘶nonex
nonentity	nɔ@nentiti	3827	@n-@-@t-ei@t-ei	nonexnonexnonex
nonflammable	nɔn@flæməbl	3828	@n-@f-@l-e@-a@b-@l-	nonex肤兰啊不了
nonplus	nɔn@plʌs	3829	@n-@p-@l-a@s-	nonex扑垃嘶
nonporous	nɔn@pɔ:rəs	3830	@n-@p-eo@rw-a@s-	nonex乓若嘶
nonradioactive	nɔnreidiə@æktiv	3831	@n-@rw-ei@d-ei@-e@k-@t-ei@v-	nonex锐nonex鳄磕nonexnonex
nonsensical	nɔn@sensikəl	3832	@n-@s-@s-ei@k-a@l-	nonex嘶nonex劾了
nonthreatening	nɔn@θretəniŋ	3833	@n-@s-@rw-e@t-en@-ei@ng-	nonex嘶软疼nonexnonex
nonviable	nɔn@vaiəbl	3834	@n-@v-ai@-a@b-@l-	nonex歪啊不了
norm	nɔ:m	3835	@n-eo@-	囊
nostalgia	nɔs@tældʒiə	3836	@n-eo@s-@t-e@l-@d-@r-ei	囊嘶贪了的nonex
nostrum	nɔstrəm	3837	@n-eo@s-@t-@rw-a@-	囊嘶nonex若
notable	nəutəbl	3838	@n-eu@t-a@b-@l-	奴他不了
notch	nɔtʃ	3839	@n-eo@t-@sh-	囊nonex什
notorious	nəu@tɔ:riəs	3840	@n-eu@t-eo@rw-ei@s-	奴汤锐嘶
nourish	nʌriʃ	3841	@n-a@rw-ei@sh-	拿锐什
nova	nəuvə	3842	@n-eu@v-a	奴戍
novelty	nɔvəlti	3843	@n-eo@v-a@l-@t-ei	囊戍了nonex
novice	nɔvis	3844	@n-eo@v-ei@s-	囊危嘶
noxious	nɔkʃəs	3845	@n-eo@k-@sh-a@s-	囊磕霎嘶
nuance	nju:@ɑ:ns	3846	@n-@y-u@-@s-	nonex豫嘶
nubile	nju:bail	3847	@n-@y-u@b-ai@l-	nonex豫摆了
nucleate	njuklieit	3848	@n-@y-u@k-@l-@t-	nonex豫磕了nonex
nucleus	nju:kliəs	3849	@n-@y-u@k-@l-ei@s-	nonex豫磕雷嘶
nudge	nʌdʒ	3850	@n-a@d-@r-	拿的nonex
nugatory	nju:ɡətəri	3851	@n-@y-u@-a@t-a@rw-ei	nonex豫啊他锐
nullify	nʌlifai	3852	@n-a@l-ei@f-ai	拿雷nonex
numb	nʌm	3853	@n-a@-	拿
numerous	nju:mərəs	3854	@n-@y-u@-a@rw-a@s-	nonex豫啊若嘶
numismatist	nju:@mizmətist	3855	@n-@y-u@-ei@z-@-a@t-ei@s-@t-	nonex豫nonexnonex啊nonex嘶nonex
nurture	nə:tʃə	3856	@n-a@t-@sh-a	拿nonex霎
nutrient	nju:triənt	3857	@n-@y-u@t-@rw-@t-	nonex豫nonex入nonex
nutrition	nju:@triʃən	3858	@n-@y-u@t-@rw-ei@sh-en	nonex豫nonex锐申
oafishness	əufiʃnis	3859	@-eu@f-ei@sh-ei@s-	nonex飞nonex嘶
oak	əuk	3860	@-eu@k-	nonex磕
oasis	əu@eisis	3861	@-eu@-ei@s-ei@s-	nonexnonexnonex嘶
oath	əuθ	3862	@-eu@s-	nonex嘶
obdurate	ɔbdjurit	3863	@-eo@b-@d-@y-u@rw-ei@t-	nonex不的豫锐nonex
obedient	ə@bi:djənt	3864	@-a@b-ei@d-@y-en@t-	啊杯的因nonex
obeisance	əu@beisns	3865	@-eu@b-ei@s-@s-	nonex杯嘶嘶
obese	əu@bi:s	3866	@-eu@b-ei@s-	nonex杯嘶
obfuscate	ɔbfʌskeit	3867	@-eo@b-@f-a@s-@k-ei@t-	nonex不发嘶nonexnonex
obituary	ə@bitjuəri	3868	@-a@b-ei@t-@y-o@rw-ei	啊杯nonex哟锐
objection	əb@dʒekʃən	3869	@-a@b-@d-@r-e@k-@sh-en	啊不的然磕申
objective	əb@dʒektiv	3870	@-a@b-@d-@r-e@k-@t-ei@v-	啊不的然磕nonexnonex
obligation	ɔbli@ɡeiʃən	3871	@-eo@b-@l-ei@-ei@sh-en	nonex不雷nonex申
obligatory	ɔ@bliɡətəri	3872	@-eo@b-@l-ei@-a@t-a@rw-ei	nonex不雷啊他锐
oblige	ə@blaidʒ	3873	@-a@b-@l-ai@d-@r-	啊不来的nonex
obliging	ə@blaidʒiŋ	3874	@-a@b-@l-ai@d-@r-ei@ng-	啊不来的nonexnonex
oblique	ə@bli:k	3875	@-a@b-@l-ei@k-	啊不雷磕
obliterate	ə@blitəreit	3876	@-a@b-@l-ei@t-a@rw-ei@t-	啊不雷他锐nonex
oblivious	ə@bliviəs	3877	@-a@b-@l-ei@v-ei@s-	啊不雷危嘶
obloquy	ɔbləkwi	3878	@-eo@b-@l-a@k-@v-ei	nonex不垃磕危
obnoxious	əb@nɔkʃəs	3879	@-a@b-eo@k-@sh-a@s-	啊邦磕霎嘶
obscure	əb@skjuə	3880	@-a@b-@s-@k-@y-o	啊不嘶磕哟
obscurity	əb@skjuəriti	3881	@-a@b-@s-@k-@y-o@rw-ei@t-ei	啊不嘶磕哟锐nonex
obsequious	əb@si:kwiəs	3882	@-a@b-@s-ei@k-@v-ei@s-	啊不nonex磕危嘶
observatory	əb@zə:vətəri	3883	@-a@b-@z-a@v-a@t-a@rw-ei	啊不伸戍他锐
obsess	əb@ses	3884	@-a@b-@s-e@s-	啊不三嘶
obsessed	əb@sest	3885	@-a@b-@s-e@s-@t-	啊不三嘶nonex
obsession	əb@seʃən	3886	@-a@b-@s-e@sh-en	啊不三申
obsolescent	ɔbsə@lesnt	3887	@-eo@b-@s-a@l-e@s-@t-	nonex不刹兰嘶nonex
obsolete	ɔbsəli:t	3888	@-eo@b-@s-a@l-ei@t-	nonex不刹雷nonex
obstacle	ɔbstəkl	3889	@-eo@b-@s-@t-a@k-@l-	nonex不嘶他磕了
obstinacy	ɔbstinəsi	3890	@-eo@b-@s-@t-@-a@s-ei	nonex不嘶nonex啊nonex
obstinate	ɔbstinit	3891	@-eo@b-@s-@t-@-ei@t-	nonex不嘶nonexnonexnonex
obstreperous	əb@strepərəs	3892	@-a@b-@s-@t-@rw-e@p-a@rw-a@s-	啊不嘶nonex软趴若嘶
obstruct	əb@strʌkt	3893	@-a@b-@s-@t-@rw-a@k-@t-	啊不嘶nonex若磕nonex
obstruction	əb@strʌkʃən	3894	@-a@b-@s-@t-@rw-a@k-@sh-en	啊不嘶nonex若磕申
obtainable	əb@teinəb(ə)l	3895	@-a@b-@t-@-a@b-@-a@-@l-	啊不nonex啊不啊了
obtuse	əb@tju:s	3896	@-a@b-@t-@y-u@s-	啊不nonex豫嘶
obverse	ɔbvə:s	3897	@-eo@b-@v-a@s-	nonex不戍嘶
obviate	ɔbvieit	3898	@-eo@b-@v-@t-	nonex不nonexnonex
obvious	ɔbviəs	3899	@-eo@b-@v-ei@s-	nonex不危嘶
occlude	ɔ@klu:d	3900	@-eo@k-@l-u@d-	nonex磕nonex的
occult	ɔ@kʌlt	3901	@-eo@k-a@l-@t-	nonex劾了nonex
occupation	ɔkju@peiʃən	3902	@-eo@k-@y-u@p-ei@sh-en	nonex磕豫胚申
occurrence	ə@kʌrəns	3903	@-a@k-a@rw-en@s-	啊劾nonex嘶
octogenarian	ɔktəudʒi@neəriən	3904	@-eo@k-@t-eu@d-@r-@-e@-a@rw-	nonex磕偷的nonex鳄啊入
odds	ɔdz	3905	@-eo@d-@z-	nonex的nonex
ode	əud	3906	@-eu@d-	nonex的
odious	əudjəs	3907	@-eu@d-@y-a@s-	nonex的丫嘶
odium	əudiəm	3908	@-eu@d-ei@-	nonexnonex
odometer	ɔ@dɔmitə	3909	@-eo@d-eo@-ei@t-a	nonex当nonex他
odyssey	ɔdisi	3910	@-eo@d-ei@s-ei	nonexnonexnonex
offbeat	ɔf@bi:t	3911	@-eo@f-@b-ei@t-	nonex肤杯nonex
offence(offense)	ə@fens	3912	@-a@f-@s-	啊肤嘶
offend	ə@fend	3913	@-a@f-@d-	啊肤的
offensive	ə@fensiv	3914	@-a@f-@s-ei@v-	啊肤nonexnonex
offhand	ɔ:f@hænd	3915	@-eo@f-@h-e@d-	nonex肤还的
officious	ə@fiʃəs	3916	@-a@f-ei@sh-a@s-	啊飞霎嘶
offish	ɔ:fiʃ	3917	@-eo@f-ei@sh-	nonex飞什
off-key	ɔ:fki:	3918	@-eo@f-@k-ei	nonex肤nonex
offset	ɔ:fset	3919	@-eo@f-@s-e@t-	nonex肤三nonex
offspring	ɔfspriŋ	3920	@-eo@f-@s-@p-@rw-ei@ng-	nonex肤嘶扑锐nonex
offstage	ɔ:f@steidʒ	3921	@-eo@f-@s-@t-ei@d-@r-	nonex肤嘶nonex的nonex
ogle	əuɡl	3922	@-eu@-@l-	nonex了
ointment	ɔintmənt	3923	@-@t-@-en@t-	nonexnonexnonex
olfaction	ɔl@fækʃən	3924	@-eo@l-@f-e@k-@sh-en	nonex了帆磕申
oligarchy	ɔliɡɑ:ki	3925	@-eo@l-ei@-a@k-ei	nonex雷啊nonex
omelet	ɔmlit	3926	@-eo@-@l-ei@t-	nonex雷nonex
ominous	ɔminəs	3927	@-eo@-@-a@s-	nonex啊嘶
omit	əu@mit	3928	@-eu@-ei@t-	nonexnonexnonex
omnipotent	ɔm@nipətənt	3929	@-eo@-ei@p-a@t-en@t-	nonexnonex趴疼nonex
omnipresent	ɔmni@prezənt	3930	@-eo@-ei@p-@rw-e@z-en@t-	nonexnonex扑软曾nonex
omniscient	ɔm@nisiənt	3931	@-eo@-ei@s-@t-	nonexnonex嘶nonex
onerous	ɔnərəs	3932	@-@-a@rw-a@s-	啊若嘶
onset	ɔnset	3933	@-@s-e@t-	三nonex
opacity	əu@pæsiti	3934	@-eu@p-e@s-ei@t-ei	nonex攀nonexnonex
opalescence	əupə@lesəns	3935	@-eu@p-a@l-e@s-en@s-	nonex趴兰森嘶
opaque	əu@peik	3936	@-eu@p-ei@k-	nonex胚磕
operative	ɔpərətiv	3937	@-eo@p-a@rw-a@t-ei@v-	nonex趴若nonexnonex
operetta	ɔpə@retə	3938	@-eo@p-a@rw-e@t-a	nonex趴软他
opine	əu@pain	3939	@-eu@p-	nonex扑
opinionated	ə@pinjəneitid	3940	@-a@p-@y-en@-ei@t-ei@d-	啊扑因nonexnonex的
opponent	ə@pəunənt	3941	@-a@p-@-en@t-	啊扑nonexnonex
opportune	ɔpətju:n	3942	@-eo@p-a@t-@y-	nonex趴nonex一
oppose	ə@pəuz	3943	@-a@p-eu@z-	啊nonexnonex
oppress	ə@pres	3944	@-a@p-@rw-e@s-	啊扑软嘶
opprobrious	ə@prəubriəs	3945	@-a@p-@rw-eu@b-@rw-ei@s-	啊扑nonex不锐嘶
optimism	ɔptimizəm	3946	@-eo@p-@t-ei@-ei@z-a@-	nonex扑nonexnonex伸
optimist	ɔptimist	3947	@-eo@p-@t-ei@-ei@s-@t-	nonex扑nonexnonex嘶nonex
optimum	ɔptiməm	3948	@-eo@p-@t-ei@-a@-	nonex扑nonex啊
optional	ɔpʃənəl	3949	@-eo@p-@sh-en@-a@l-	nonex扑申啊了
opulent	ɔpjulənt	3950	@-eo@p-@y-u@l-en@t-	nonex扑豫棱nonex
oracle	ɔrəkl	3951	@-eo@rw-a@k-@l-	nonex若磕了
oration	ə@reiʃən	3952	@-a@rw-ei@sh-en	啊锐申
oratorio	ɔrə@tɔriəu	3953	@-eo@rw-a@t-eo@rw-ei@-u	nonex若汤锐无
oratory	ɔrətəri	3954	@-eo@rw-a@t-a@rw-ei	nonex若他锐
orchard	ɔ:tʃəd	3955	@-eo@t-@sh-a@d-	nonexnonex霎的
orchestra	ɔ:kistrə	3956	@-eo@k-ei@s-@t-@rw-a	nonexnonex嘶nonex若
ordain	ɔ:@dein	3957	@-eo@d-	nonex的
ordeal	ɔ:@di:l	3958	@-eo@d-ei@l-	nonexnonex了
ordinance	ɔ:dinəns	3959	@-eo@d-@-en@s-	nonex的nonex嘶
ordnance	ɔ:dnəns	3960	@-eo@d-en@s-	nonex灯嘶
ore	ɔ:(r)	3961	@-eo@-@-	nonex
organism	ɔ:ɡənizəm	3962	@-eo@-en@-ei@z-a@-	nonexnonexnonex伸
orient	ɔ:riənt	3963	@-eo@rw-@t-	nonex入nonex
original	ə@ridʒənəl	3964	@-a@rw-ei@d-@r-en@-a@l-	啊锐的人啊了
originality	əridʒi@næliti	3965	@-a@rw-ei@d-@r-@-e@l-ei@t-ei	啊锐的nonex鳄雷nonex
ornate	ɔ:@neit	3966	@-@-ei@t-	nonexnonex
ornithologist	ɔ:ni@θɔlədʒist	3967	@-@-ei@s-eo@l-a@d-@r-ei@s-@t-	nonex桑垃的nonex嘶nonex
ornithology	ɔ:ni@θɔlədʒi	3968	@-@-ei@s-eo@l-a@d-@r-ei	nonex桑垃的nonex
orthodontics	ɔ:θəu@dɔntiks	3969	@-eo@s-eu@d-@t-ei@k-@s-	nonex搜的nonex磕嘶
orthodox	ɔ:θədɔks	3970	@-eo@s-a@d-eo@k-@s-	nonex刹当磕嘶
oscillate	ɔsileit	3971	@-eo@s-ei@l-ei@t-	nonexnonex雷nonex
osmosis	ɔz@məusis	3972	@-eo@z-@-eu@s-ei@s-	nonexnonexnonexnonex嘶
osseous	ɔsiəs	3973	@-eo@s-ei@s-	nonexnonex嘶
ossify	ɔsifai	3974	@-eo@s-ei@f-ai	nonexnonexnonex
ostensible	ɔs@tensəbl	3975	@-eo@s-@t-@s-a@b-@l-	nonex嘶nonex刹不了
ostentation	ɔsten@teiʃən	3976	@-eo@s-@t-@t-ei@sh-en	nonex嘶nonexnonex申
ostracism	ɔstrəsizəm	3977	@-eo@s-@t-@rw-a@s-ei@z-a@-	nonex嘶nonex若nonex伸
ostracize	ɔstrəsaiz	3978	@-eo@s-@t-@rw-a@s-ai@z-	nonex嘶nonex若腮nonex
ostrich	ɔstritʃ	3979	@-eo@s-@t-@rw-ei@t-@sh-	nonex嘶nonex锐nonex什
other-directed	ʌðədi@rektid	3980	@-a@z-a@d-ei@rw-e@k-@t-ei@d-	啊伸nonex软磕nonex的
otter	ɔtə	3981	@-eo@t-a	nonex他
oust	aust	3982	@-ao@s-@t-	噢嘶nonex
outgoing	autɡəuiŋ	3983	@-ao@t-@-eu@-ei@ng-	噢nonexnonexnonexnonex
outgrowth	autɡrəuθ	3984	@-ao@t-@-@rw-eu@s-	噢nonexnonex嘶
outlandish	aut@lændiʃ	3985	@-ao@t-@l-e@d-ei@sh-	噢nonex兰nonex什
outlet	autlet	3986	@-ao@t-@l-e@t-	噢nonex兰nonex
outline	autlain	3987	@-ao@t-@l-	噢nonex了
outmaneuver	autmə@nu:və(r)	3988	@-ao@t-@-en@-u@v-a@-@-	噢nonexnonex无戍
outmoded	aut@məudid	3989	@-ao@t-@-eu@d-ei@d-	噢nonexnonexnonex的
outrage	autreidʒ	3990	@-ao@t-@rw-ei@d-@r-	噢nonex锐的nonex
outset	autset	3991	@-ao@t-@s-e@t-	噢nonex三nonex
outshine	aut@ʃain	3992	@-ao@t-@sh-	噢nonex什
outskirts	autskə:ts	3993	@-ao@t-@s-@k-a@t-@s-	噢nonex嘶劾nonex嘶
outspoken	aut@spəukən	3994	@-ao@t-@s-@p-eu@k-en	噢nonex嘶nonex肯
outstrip	aut@strip	3995	@-ao@t-@s-@t-@rw-ei@p-	噢nonex嘶nonex锐扑
outwit	aut@wit	3996	@-ao@t-@v-ei@t-	噢nonex危nonex
ovation	əu@veiʃən	3997	@-eu@v-ei@sh-en	nonex危申
overbearing	əuvə@beəriŋ	3998	@-eu@v-a@b-e@-a@rw-ei@ng-	nonex戍掰啊锐nonex
overdose	əuvədəus	3999	@-eu@v-a@d-eu@s-	nonex戍都嘶
overdue	əuvə@dju:	4000	@-eu@v-a@d-@y-u	nonex戍的豫
overexposure	əuvəriks@pəuʒə	4001	@-eu@v-a@rw-ei@k-@s-@p-eu@r-a	nonex戍锐磕嘶nonex热
overflow	əuvə@fləu	4002	@-eu@v-a@f-@l-eu	nonex戍肤娄
overhaul	əuvə@hɔ:l	4003	@-eu@v-a@h-eo@l-	nonex戍夯了
overlap	əuvə@læp	4004	@-eu@v-a@l-e@p-	nonex戍兰扑
overlook	əuvə@luk	4005	@-eu@v-a@l-u@k-	nonex戍nonex磕
overpowering	əuvə@pauriŋ	4006	@-eu@v-a@p-ao@rw-ei@ng-	nonex戍抛锐nonex
overreach	əuvə@ri:tʃ	4007	@-eu@v-a@rw-ei@t-@sh-	nonex戍锐nonex什
override	əuvə@raid	4008	@-eu@v-a@rw-ai@d-	nonex戍nonex的
overriding	əuvə@raidiŋ	4009	@-eu@v-a@rw-ai@d-ei@ng-	nonex戍nonexnonexnonex
overrule	əuvə@ru:l	4010	@-eu@v-a@rw-u@l-	nonex戍nonex了
oversee	əuvə@si:	4011	@-eu@v-a@s-ei	nonex戍nonex
overshadow	əuvə@ʃædəu	4012	@-eu@v-a@sh-e@d-eu	nonex戍珊都
overstate	əuvə@steit	4013	@-eu@v-a@s-@t-ei@t-	nonex戍嘶nonexnonex
overt	əuvə:t	4014	@-eu@v-a@t-	nonex戍nonex
overthrow	əuvə@θrəu	4015	@-eu@v-a@s-@rw-eu	nonex戍嘶nonex
overture	əuvətjuə	4016	@-eu@v-a@t-@y-o	nonex戍nonex哟
overturn	əuvə@tə:n	4017	@-eu@v-a@t-	nonex戍nonex
overwhelm	əuvə@welm	4018	@-eu@v-a@v-e@l-@-	nonex戍弯了
overwrought	əuvə@rɔ:t	4019	@-eu@v-a@rw-eo@t-	nonex戍nonexnonex
owl	aul	4020	@-ao@l-	噢了
oxidize	ɔksi@daiz	4021	@-eo@k-@s-ei@d-ai@z-	nonex磕nonex呆nonex
pacifist	pæsifist	4022	@p-e@s-ei@f-ei@s-@t-	攀nonex飞嘶nonex
pacify	pæsifai	4023	@p-e@s-ei@f-ai	攀nonexnonex
pack	pæk	4024	@p-e@k-	攀磕
packed	pækt	4025	@p-e@k-@t-	攀磕nonex
pact	pækt	4026	@p-e@k-@t-	攀磕nonex
padding	pædiŋ	4027	@p-e@d-ei@ng-	攀nonexnonex
paean	pi:ən	4028	@p-ei@-en	胚nonex
pagan	peiɡən	4029	@p-ei@-en	胚nonex
pageant	pædʒənt	4030	@p-e@d-@r-en@t-	攀的人nonex
painkiller	pein@kilə(r)	4031	@p-@k-ei@l-a@-@-	扑nonex垃
painstaking	peinsteikiŋ	4032	@p-@s-@t-ei@k-ei@ng-	扑嘶nonexnonexnonex
palate	pælit	4033	@p-e@l-ei@t-	攀雷nonex
palatial	pə@leiʃəl	4034	@p-a@l-ei@sh-a@l-	趴雷霎了
paleolithic	pæliəu@liθik	4035	@p-e@l-ei@-u@l-ei@s-ei@k-	攀雷无雷nonex磕
paleontology	pæliɔn@tɔlədʒi	4036	@p-e@l-ei@-@t-eo@l-a@d-@r-ei	攀雷汤垃的nonex
palette	pælit	4037	@p-e@l-ei@t-	攀雷nonex
pall	pɔ:l	4038	@p-eo@l-	乓了
palliate	pælieit	4039	@p-e@l-@t-	攀了nonex
palliative	pæliətiv	4040	@p-e@l-ei@t-ei@v-	攀雷nonexnonex
pallid	pælid	4041	@p-e@l-ei@d-	攀雷的
palmy	pa:mi	4042	@p-@-@-ei	扑nonex
palpable	pælpəbl	4043	@p-e@l-@p-a@b-@l-	攀了趴不了
palpitate	pælpiteit	4044	@p-e@l-@p-ei@t-ei@t-	攀了胚nonexnonex
palter	pɔ:ltə	4045	@p-eo@l-@t-a	乓了他
paltry	pɔ:ltri	4046	@p-eo@l-@t-@rw-ei	乓了nonex锐
pamphlet	pæmflit	4047	@p-e@-@f-@l-ei@t-	攀肤雷nonex
pan	pæn	4048	@p-e	攀
panacea	pænə@siə	4049	@p-e@-a@s-ei	攀啊nonex
panache	pə@næʃ	4050	@p-en@-e@sh-	喷鳄什
pancreas	pænkriəs	4051	@p-e@k-@rw-ei@s-	攀磕锐嘶
pandemic	pæn@demik	4052	@p-e@d-e@-ei@k-	攀丹nonex磕
pandemonium	pændi@məunjəm	4053	@p-e@d-ei@-@y-a@-	攀nonex丫
pander	pændə	4054	@p-e@d-a	攀搭
panegyric	pæni@dʒirik	4055	@p-e@-ei@d-@r-ei@rw-ei@k-	攀nonex的nonex锐磕
panel	pænl	4056	@p-e@l-	攀了
pang	pæŋ	4057	@p-e@ng-	攀nonex
panic	pænik	4058	@p-e@-ei@k-	攀nonex磕
panorama	pænə@rɑ:mə	4059	@p-e@-a@rw-a@-a	攀啊若啊
panther	pænθə	4060	@p-e@s-a	攀刹
pantomime	pæntəmaim	4061	@p-e@t-a@-ai@-	攀他哎
pantry	pæntri	4062	@p-e@t-@rw-ei	攀nonex锐
papyrus	pə@paiərəs	4063	@p-a@p-ai@-a@rw-a@s-	趴拍啊若嘶
parable	pærəbl	4064	@p-e@rw-a@b-@l-	攀若不了
parabola	pə@ræbələ	4065	@p-a@rw-e@b-a@l-a	趴软八垃
